Fallen,1998,76259,7,tt0119099
Fathers' Day,1997,14821,5,tt0119109
La femme du cosmonaute,1997,156,4,tt0119112
Fever Pitch,1997,10318,6,tt0119114
Fierce Creatures,1997,23483,6,tt0119115
The Fifth Element,1997,437619,7,tt0119116
Fire Down Below,1997,16806,5,tt0119123
Firelight,1997,4146,7,tt0119125
The First to Go,1997,184,4,tt0119126
Flubber,1997,85083,5,tt0119137
Follow Me Home,1996,175,5,tt0119138
Fools Rush In,1997,32663,6,tt0119141
For Richer or Poorer,1997,10251,5,tt0119142
Free Willy 3: The Rescue,1997,9400,4,tt0119152
Freedom Strike,1998,374,3,tt0119153
The Full Monty,1997,99505,7,tt0119164
Fuochi d'artificio,1997,1252,5,tt0119169
Future Fear,1997,283,2,tt0119171
G.I. Jane,1997,73807,6,tt0119173
The Game,1997,349130,7,tt0119174
Gattaca,1997,283074,7,tt0119177
George B.,1997,111,5,tt0119188
George of the Jungle,1997,72327,5,tt0119190
The Gingerbread Man,1998,10581,5,tt0119196
Girls' Night,1998,628,6,tt0119201
Glam,1997,709,2,tt0119203
Glasblasarns barn,1998,1234,6,tt0119204
"God Said, 'Ha!'",1998,931,7,tt0119207
Going All the Way,1997,1814,5,tt0119209
Switchback,1997,12844,6,tt0119210
Going to Kansas City,1998,337,5,tt0119211
Gone Fishin',1997,9485,4,tt0119214
Good Burger,1997,26688,5,tt0119215
The Good Life,1997,269,4,tt0119216
Good Will Hunting,1997,872141,8,tt0119217
Goodbye America,1997,269,5,tt0119218
Goodbye Lover,1998,3737,5,tt0119219
Great Expectations,1998,51507,6,tt0119223
Gridlock'd,1997,14710,6,tt0119225
Snow White: A Tale of Terror,1997,10046,6,tt0119227
Grind,1997,388,5,tt0119228
Grosse Pointe Blank,1997,88748,7,tt0119229
The Junior Defenders,2007,137,4,tt0119231
Gummo,1997,32454,6,tt0119237
Gunshy,1998,910,6,tt0119238
Genealogies of a Crime,1997,800,6,tt0119242
Habitat,1997,830,4,tt0119243
Hacks,1997,289,5,tt0119244
Half a Chance,1998,2430,5,tt0119247
Commander Hamilton,1998,4028,5,tt0119249
Fireworks,1997,28076,7,tt0119250
Hard Eight,1996,43201,7,tt0119256
Hard Men,1996,520,5,tt0119257
The Haunted Sea,1997,347,3,tt0119261
Heartwood,1998,182,5,tt0119269
Heaven Before I Die,1997,121,4,tt0119270
Heaven or Vegas,1998,209,4,tt0119271
Heaven's Burning,1997,1883,5,tt0119272
Heavy Metal 2000,2000,7748,5,tt0119273
Chicago Cab,1997,1847,6,tt0119278
Hemoglobin,1997,2620,4,tt0119279
Mrs Brown,1997,13554,7,tt0119280
Hercules,1997,208721,7,tt0119282
Highball,1997,679,6,tt0119291
Hijacking Hollywood,1997,263,4,tt0119292
His and Hers,1997,121,5,tt0119296
Red-Blooded American Girl II,1997,527,3,tt0119298
Home Alone 3,1997,107625,4,tt0119303
Home Fries,1998,8093,5,tt0119304
Homegrown,1998,4498,5,tt0119305
Hoodlum,1997,10631,6,tt0119311
Hope Floats,1998,24795,6,tt0119313
The Horse Whisperer,1998,39196,6,tt0119314
Long Twilight,1997,269,7,tt0119316
Crackerjack 2,1997,225,3,tt0119317
Hostile Intent,1997,386,4,tt0119318
House of America,1997,113,6,tt0119322
The House of Yes,1997,7642,6,tt0119324
How to Be a Player,1997,8712,5,tt0119326
Hugo Pool,1997,1864,5,tt0119327
Hurlyburly,1998,9781,5,tt0119336
Hurricane Streets,1997,1149,6,tt0119338
Heroines,1997,451,5,tt0119342
I Know What You Did Last Summer,1997,134671,5,tt0119345
I Want You,1998,2846,6,tt0119347
The Ice Storm,1997,53783,7,tt0119349
In & Out,1997,38979,6,tt0119360
In the Company of Men,1997,13115,7,tt0119361
Incognito,1997,3368,6,tt0119365
The Informant,1997,585,6,tt0119368
Insomnia,1997,13340,7,tt0119375
The Invader,1997,404,4,tt0119380
Inventing the Abbotts,1997,11756,6,tt0119381
Iruvar,1997,4947,8,tt0119385
The Island on Bird Street,1997,1429,7,tt0119389
Heads or Tails,1997,416,6,tt0119392
The Jackal,1997,107599,6,tt0119395
Jackie Brown,1997,319754,7,tt0119396
Nature's Warrior,1997,230,5,tt0119397
The James Gang,1997,131,4,tt0119401
Joey,1997,512,4,tt0119415
Johnny Skidmarks,1998,803,5,tt0119416
Le jour et la nuit,1997,1014,1,tt0119418
The Journey: Absolution,1997,367,2,tt0119423
Joyride,1997,1563,5,tt0119426
Judwaa,1997,5243,6,tt0119428
Julian Po,1997,1455,6,tt0119429
Jungle 2 Jungle,1997,22975,5,tt0119432
Just in Time,1997,131,5,tt0119433
Just Write,1997,970,6,tt0119434
Kayla,1997,164,6,tt0119452
A Merry War,1997,1343,6,tt0119453
Kickboxing Academy,1997,476,2,tt0119456
Kicked in the Head,1997,877,4,tt0119457
The Good Bad Guy,1997,195,4,tt0119459
"Kiss Me, Guido",1997,1950,6,tt0119465
Kiss or Kill,1997,1286,6,tt0119467
Kiss the Girls,1997,67162,6,tt0119468
Knockin' on Heaven's Door,1997,28009,8,tt0119472
Kull the Conqueror,1997,7803,4,tt0119484
Kundun,1997,26551,7,tt0119485
L.A. Confidential,1997,536985,8,tt0119488
Lahoo Ke Do Rang,1997,600,4,tt0119491
The Land Girls,1998,1918,6,tt0119494
Love 101,2000,129,4,tt0119495
Last Lives,1997,235,3,tt0119499
Last Resort,1996,126,4,tt0119500
The Last Time I Committed Suicide,1997,2060,5,tt0119502
It All Came True,1998,1082,5,tt0119505
Lawn Dogs,1997,7648,7,tt0119506
Leather Jacket Love Story,1997,426,6,tt0119508
Leave It to Beaver,1997,3993,5,tt0119509
Life is All You Get,1997,1744,7,tt0119510
Left Luggage,1998,2801,7,tt0119512
Your Friends & Neighbors,1998,7732,6,tt0119517
Lesser Prophets,1997,407,5,tt0119518
Lethal Tender,1996,356,4,tt0119520
A Letter from Death Row,1998,536,3,tt0119521
Letters from a Killer,1998,2161,5,tt0119522
Deceiver,1997,6092,6,tt0119527
Liar Liar,1997,283141,6,tt0119528
Liar's Poker,1999,102,3,tt0119529
The Alarmist,1997,856,5,tt0119534
A Life Less Ordinary,1997,34443,6,tt0119535
Little Bigfoot,1997,322,3,tt0119544
Little Bigfoot 2: The Journey Home,1998,182,3,tt0119545
A Little Bit of Soul,1998,354,5,tt0119546
Little Boy Blue,1997,2012,6,tt0119547
Little City,1997,1007,5,tt0119548
Little Ghost,1997,1978,6,tt0119550
Living in Peril,1997,776,5,tt0119555
Los Locos,1997,257,5,tt0119556
The Locusts,1997,1662,6,tt0119557
Lolita,1997,53112,6,tt0119558
Long Time Since,1998,104,4,tt0119559
No Looking Back,1998,1922,6,tt0119560
L.A. Without a Map,1998,2155,6,tt0119565
The Lost World: Jurassic Park,1997,382490,6,tt0119567
Louis & Frank,1998,139,4,tt0119569
Love Jones,1997,4066,7,tt0119572
Love and Death on Long Island,1997,3795,6,tt0119574
Another Nine & a Half Weeks,1997,4136,3,tt0119576
Love Is the Devil: Study for a Portrait of Francis Bacon,1998,3467,6,tt0119577
Love! Valour! Compassion!,1997,3331,7,tt0119578
Loved,1997,546,4,tt0119581
Lovelife,1997,399,5,tt0119582
Lucie Aubrac,1997,1167,6,tt0119586
Ma 6-T va crack-er,1997,748,5,tt0119589
Macbeth,1997,218,5,tt0119591
Mad City,1997,19273,6,tt0119592
Twilight,1998,10673,6,tt0119594
The Maker,1997,809,5,tt0119598
Mama es boba,1997,137,6,tt0119605
Marquise,1997,1057,6,tt0119623
Masterminds,1997,3423,5,tt0119630
The MatchMaker,1997,5406,6,tt0119632
Mauvais genre,1997,169,4,tt0119633
McCinsey's Island,1998,572,3,tt0119639
McHale's Navy,1997,6424,4,tt0119640
Mean Guns,1997,4193,5,tt0119642
Meet Joe Black,1998,217231,7,tt0119643
Meet Wally Sparks,1997,3188,5,tt0119644
Men,1997,351,5,tt0119653
Men in Black,1997,519750,7,tt0119654
Men of Means,1998,141,6,tt0119655
Men with Guns,1997,239,5,tt0119656
Men with Guns,1997,2588,7,tt0119657
Mendel,1997,192,5,tt0119658
Merchant of Death,1997,237,4,tt0119661
The Method,1996,120,4,tt0119663
Metro,1997,26029,5,tt0119664
Metroland,1997,3165,6,tt0119665
Midnight in the Garden of Good and Evil,1997,36992,6,tt0119668
The Mighty,1998,12400,7,tt0119670
Milk & Money,1996,178,5,tt0119672
Les mille merveilles de l'univers,1997,229,5,tt0119674
Mimic,1997,46561,6,tt0119675
Minotaur,1997,176,4,tt0119678
Les Miserables,1998,38262,7,tt0119683
Mixed Signals,1997,149,5,tt0119684
Mojo,1997,219,5,tt0119690
With Friends Like These...,1998,528,5,tt0119692
Mommy's Day,1997,179,4,tt0119693
Money Talks,1997,28062,6,tt0119695
Princess Mononoke,1997,348804,8,tt0119698
Montana,1998,1543,6,tt0119699
Moonbase,1997,287,3,tt0119700
Mortal Kombat: Annihilation,1997,47755,3,tt0119707
Most Wanted,1997,5676,5,tt0119709
Mousehunt,1997,52007,6,tt0119715
Mr. Jealousy,1997,2006,6,tt0119717
Mr. Magoo,1997,14449,4,tt0119718
Mr. Vincent,1997,107,4,tt0119719
Mrityudaata,1997,369,2,tt0119721
Mrs Dalloway,1997,3599,6,tt0119723
Ms. Bear,1997,187,5,tt0119724
Murder at 1600,1997,28607,6,tt0119731
Murder in Mind,1997,528,5,tt0119732
Music from Another Room,1998,4812,6,tt0119734
Mutual Needs,1997,249,4,tt0119737
My Best Friend's Wedding,1997,131256,6,tt0119738
My Girlfriend's Boyfriend,1999,173,5,tt0119740
My Son the Fanatic,1997,1570,6,tt0119743
The Myth of Fingerprints,1997,2451,5,tt0119746
The Nephew,1998,1375,6,tt0119772
Nevada,1997,354,5,tt0119774
Never Too Late,1996,181,5,tt0119775
Next Stop Wonderland,1998,4622,6,tt0119778
"Niagara, Niagara",1997,1540,7,tt0119780
Nico the Unicorn,1998,475,5,tt0119782
Night Falls on Manhattan,1996,6750,6,tt0119783
The Night Flier,1997,9698,6,tt0119784
Nightwatch,1997,18901,6,tt0119791
Nil by Mouth,1997,8527,7,tt0119792
Nirvana,1997,6279,6,tt0119794
Monument Ave.,1998,1566,6,tt0119802
Nothing to Lose,1997,44176,6,tt0119807
Nowhere,1997,8324,6,tt0119809
Four Days in September,1997,4590,7,tt0119815
The Odd One Dies,1997,505,6,tt0119818
Office Killer,1997,1939,5,tt0119819
As Good as It Gets,1997,278072,7,tt0119822
Same Old Song,1997,3996,7,tt0119828
One Night Stand,1997,6579,5,tt0119832
The Only Thrill,1997,637,6,tt0119837
Orphans,1998,1615,7,tt0119842
Oscar and Lucinda,1997,6455,6,tt0119843
"Other Voices, Other Rooms",1995,169,6,tt0119845
Out to Sea,1997,8057,6,tt0119848
Owd Bob,1998,297,6,tt0119851
Pale Saints,1997,135,4,tt0119854
Les palmes de M. Schutz,1997,419,6,tt0119855
Papertrail,1997,414,4,tt0119856
Carolina Low,1997,125,6,tt0119858
Paradise Road,1997,5130,6,tt0119859
Pardes,1997,13799,7,tt0119861
Paws,1997,731,4,tt0119870
The Peacekeeper,1997,2520,5,tt0119872
The Peacemaker,1997,54271,5,tt0119874
Dance with the Devil,1997,8052,6,tt0119879
"Perdona bonita, pero Lucas me queria a mi",1996,459,5,tt0119880
The Pest,1997,8004,5,tt0119887
The Phantom of the Opera,1998,5189,4,tt0119889
Phantoms,1998,19794,5,tt0119891
Phoenix,1998,3541,6,tt0119892
Photographing Fairies,1997,2621,6,tt0119893
Picture Perfect,1997,19015,5,tt0119896
Pippi Longstocking,1997,1328,5,tt0119899
La pistola de mi hermano,1997,250,5,tt0119900
Place Vendome,1998,2003,6,tt0119901
Plan B,1997,148,6,tt0119902
The Players Club,1998,6364,5,tt0119905
Playing God,1997,7232,5,tt0119906
Polish Wedding,1998,3086,5,tt0119910
The Postman,1997,69285,6,tt0119925
Pour rire!,1996,215,6,tt0119927
Prague Duet,1998,352,6,tt0119930
Standoff,1998,430,5,tt0119931
Without Limits,1998,6624,7,tt0119934
Preaching to the Perverted,1997,1155,6,tt0119935
Prefontaine,1997,6894,6,tt0119937
The Price of Kissing,1997,254,4,tt0119941
Primary Colors,1998,27499,6,tt0119942
Prince Valiant,1997,2041,5,tt0119947
The Prince of Homburg,1997,411,6,tt0119948
Private Parts,1997,34136,6,tt0119951
Profile for Murder,1996,242,5,tt0119953
The Proposition,1996,216,4,tt0119960
The Protector,1997,242,4,tt0119961
The Firebird,1997,119,5,tt0119962
My Apocalypse,2008,101,3,tt0119970
The Rainmaker,1997,65635,7,tt0119978
Ravager,1997,487,4,tt0119984
Reach the Rock,1998,811,6,tt0119986
The Real Blonde,1997,3880,6,tt0119987
Caught Up,1998,857,5,tt0119988
Shadow of Doubt,1998,1679,5,tt0119989
Red Corner,1997,16289,6,tt0119994
Red Meat,1997,237,5,tt0119997
Behind the Lines,1997,2199,7,tt0120001
The Relic,1997,25297,5,tt0120004
Remember Me?,1997,147,5,tt0120006
The Replacement Killers,1998,27117,6,tt0120008
The Revengers' Comedies,1998,1615,6,tt0120013
The Swindle,1997,2218,6,tt0120018
Road Ends,1997,518,5,tt0120024
Finding Graceland,1998,1908,6,tt0120026
RocketMan,1997,9081,5,tt0120029
Romy and Michele's High School Reunion,1997,42132,6,tt0120032
Roseanna's Grave,1997,3211,7,tt0120034
Rosewood,1997,7496,7,tt0120036
Rough Draft,1998,608,3,tt0120039
Running Time,1997,1339,6,tt0120042
Rusty: A Dog's Tale,1998,240,5,tt0120044
Safe House,1998,2374,7,tt0120051
The Saint,1997,62957,6,tt0120053
Saint-Ex,1996,175,5,tt0120054
Sanning eller konsekvens,1997,675,4,tt0120061
Santa Fe,1997,207,4,tt0120062
Savior,1998,10417,7,tt0120070
The Scarlet Tunic,1998,147,5,tt0120072
Scorpio One,1998,302,3,tt0120080
Scream 2,1997,158826,6,tt0120082
The Second Jungle Book: Mowgli & Baloo,1997,981,4,tt0120087
Wicked,1998,2875,5,tt0120088
Selena,1997,25765,6,tt0120094
Tinseltown,1997,224,4,tt0120095
The Serpent's Kiss,1997,1561,5,tt0120100
Seven Years in Tibet,1997,131284,7,tt0120102
Shadow Conspiracy,1997,4449,5,tt0120107
The Proposition,1998,2084,6,tt0120108
She's So Lovely,1997,7979,5,tt0120112
Shelter,1998,184,5,tt0120114
Shiloh,1996,3024,6,tt0120118
The Shooter,1997,526,5,tt0120121
Shooting Fish,1997,7325,6,tt0120122
The Barber of Siberia,1998,11588,7,tt0120125
Side Streets,1998,221,5,tt0120127
A Simple Wish,1997,5165,5,tt0120133
The Sixth Man,1997,5492,5,tt0120142
Sleeping Dogs,1997,185,3,tt0120145
Sliding Doors,1998,64096,6,tt0120148
A Smile Like Yours,1997,1356,4,tt0120151
Smilla's Sense of Snow,1997,13853,6,tt0120152
Les soeurs Soleil,1997,356,3,tt0120156
Soldier,1998,52121,6,tt0120157
Soleil,1997,147,5,tt0120158
Something to Believe In,1998,176,6,tt0120161
Somewhere in the City,1998,171,4,tt0120162
Song of Hiawatha,1997,255,5,tt0120163
The Soong Sisters,1997,955,7,tt0120164
The Sorcerer's Apprentice,2001,509,4,tt0120166
The Sore Losers,1997,223,5,tt0120167
Soul Food,1997,7190,7,tt0120169
The Souler Opposite,1998,162,5,tt0120171
Spacejacked,1997,194,2,tt0120174
The Spanish Prisoner,1997,22044,7,tt0120176
Spawn,1997,64448,5,tt0120177
Speed 2: Cruise Control,1997,75441,3,tt0120179
Sphere,1998,99869,6,tt0120184
Spice World,1997,33359,3,tt0120185
Body Count,1998,1848,5,tt0120186
Spoiler,1998,328,4,tt0120187
Three Kings,1999,160949,7,tt0120188
Sprung,1997,1019,5,tt0120190
Stag,1997,900,5,tt0120192
Stand-ins,1997,143,5,tt0120196
Star Maps,1997,945,5,tt0120197
Space Truckers,1996,6717,5,tt0120199
Starship Troopers,1997,271547,7,tt0120201
State and Main,2000,20472,6,tt0120202
Steel,1997,11356,2,tt0120207
Stiff Upper Lips,1997,979,6,tt0120210
Still Breathing,1997,2431,6,tt0120211
Slappy and the Stinkers,1998,1119,5,tt0120213
Wild Flowers,1997,494,5,tt0120218
A Rat's Tale,1997,164,5,tt0120220
Stranger in the House,1997,207,5,tt0120222
Strategic Command,1997,703,4,tt0120224
The Stringer,1998,479,6,tt0120229
Strip Search,1997,195,4,tt0120230
SubUrbia,1996,8887,6,tt0120238
Suicide Kings,1997,26408,6,tt0120241
Sunday,1997,625,6,tt0120244
Surface to Air,1998,270,3,tt0120247
Tangos Are for Two,1997,296,6,tt0120250
The Sweet Hereafter,1997,32205,7,tt0120255
Sweethearts,1997,619,6,tt0120256
Amy Foster,1997,3173,6,tt0120257
Talk of Angels,1998,774,6,tt0120271
Tango,1998,2787,7,tt0120274
Telling Lies in America,1997,2110,6,tt0120303
Tentacao,1997,479,6,tt0120307
Thank God He Met Lizzie,1997,623,5,tt0120316
That Darn Cat,1997,4118,4,tt0120317
That Old Feeling,1997,3582,6,tt0120318
Smoke Signals,1998,9756,7,tt0120321
A Thousand Acres,1997,5096,6,tt0120323
A Simple Plan,1998,64354,7,tt0120324
Tic Tac,1997,1472,6,tt0120329
Tire a part,1996,183,6,tt0120337
Titanic,1997,1057648,7,tt0120338
Tomorrow Never Dies,1997,182646,6,tt0120347
Top of the World,1997,751,4,tt0120353
Topless Women Talk About Their Lives,1997,349,6,tt0120354
Total Reality,1997,433,4,tt0120356
Touch,1997,2252,5,tt0120357
Touch Me,1997,419,6,tt0120358
Townies,1999,149,4,tt0120361
Toy Story 2,1999,532307,7,tt0120363
Traveller,1997,1872,6,tt0120366
Trial and Error,1997,5952,5,tt0120373
Trojan War,1997,5738,5,tt0120376
Trouble on the Corner,1997,142,5,tt0120379
True Heart,1997,962,5,tt0120381
The Truman Show,1998,952912,8,tt0120382
"Truth or Consequences, N.M.",1997,4647,6,tt0120383
Turbo: A Power Rangers Movie,1997,8253,3,tt0120389
Turbulence,1997,10834,4,tt0120390
TwentyFourSeven,1997,2401,7,tt0120391
The Twilight of the Golds,1996,982,6,tt0120392
Twilight of the Ice Nymphs,1997,858,5,tt0120393
Twin Town,1997,5605,6,tt0120394
U Turn,1997,49634,6,tt0120399
Ulee's Gold,1997,6769,7,tt0120402
Un amour de sorciere,1997,1411,5,tt0120404
Beneath the Surface,1997,571,6,tt0120410
The Underground,1997,163,4,tt0120412
The Undertaker's Wedding,1997,321,5,tt0120413
Underworld,1996,682,4,tt0120414
Dementia,1999,105,4,tt0120416
The Unknown Cyclist,1998,183,5,tt0120417
Up 'n' Under,1998,862,5,tt0120422
Urban Ghost Story,1998,602,5,tt0120423
Under Oath,1997,113,5,tt0120424
Valkommen till festen,1997,161,4,tt0120431
Vegas Vacation,1997,45401,6,tt0120434
Velocity Trap,1999,759,4,tt0120435
Voyage to the Beginning of the World,1997,700,7,tt0120443
Vicious Circles,1997,249,4,tt0120446
Virus,1999,26705,5,tt0120458
Volcano,1997,72545,5,tt0120461
Vulgar,2000,3932,5,tt0120467
Wanted,1997,107,3,tt0120477
Star Kid,1997,2553,5,tt0120478
Warriors of Virtue,1997,2911,4,tt0120479
Washington Square,1997,3183,6,tt0120481
The Man Who Knew Too Little,1997,30660,6,tt0120483
The Waterboy,1998,150179,6,tt0120484
My X-Girlfriend's Wedding Reception,1999,140,4,tt0120488
Welcome to Sarajevo,1997,6988,6,tt0120490
Welcome to Woop Woop,1997,1839,5,tt0120491
The Well,1997,383,6,tt0120493
When Justice Fails,1999,369,4,tt0120500
Bela Donna,1998,390,4,tt0120505
Wide Awake,1998,3873,5,tt0120510
Wild America,1997,6917,6,tt0120512
Wilde,1997,14793,6,tt0120514
The Wings of the Dove,1997,10409,7,tt0120520
The Winter Guest,1997,3254,7,tt0120521
Wishful Thinking,1997,1252,5,tt0120523
Wishmaster,1997,21157,5,tt0120524
Once Upon a Time in China and America,1997,3579,6,tt0120530
Woo,1998,1867,4,tt0120531
The Woodlanders,1997,647,6,tt0120532
Celebrity,1998,24430,6,tt0120533
Wounded,1997,615,5,tt0120534
The Wrong Guy,1997,3378,6,tt0120536
XXL,1997,316,4,tt0120537
Yes Boss,1997,12541,6,tt0120540
Keep Cool,1997,1717,7,tt0120543
Labyrinth of Dreams,1997,681,7,tt0120547
Zeus and Roxanne,1997,2853,5,tt0120550
Ziddi,1997,1529,5,tt0120551
Dance with Me,1998,5958,5,tt0120576
54,1998,31644,5,tt0120577
All the Little Animals,1998,2634,6,tt0120584
American History X,1998,1043588,8,tt0120586
Antz,1998,147063,6,tt0120587
Chance or Coincidence,1998,530,6,tt0120588
Armageddon,1998,398325,6,tt0120591
The Autumn Heart,1999,203,6,tt0120593
B. Monkey,1998,3269,5,tt0120594
Babe: Pig in the City,1998,31803,5,tt0120595
The Bachelor,1999,16629,5,tt0120596
Barney's Great Adventure,1998,3161,3,tt0120598
Being John Malkovich,1999,315133,7,tt0120601
Beloved,1998,7136,6,tt0120603
Beowulf,1999,11207,4,tt0120604
Big Helium Dog,1999,336,5,tt0120608
The Big Hit,1998,28703,6,tt0120609
Black Dog,1998,8464,5,tt0120610
Blade,1998,247639,7,tt0120611
A Walk on the Moon,1999,7998,6,tt0120613
The Mummy,1999,393795,7,tt0120616
Breakfast of Champions,1999,7574,4,tt0120618
Break Up,1998,1726,5,tt0120619
Brokedown Palace,1999,21682,6,tt0120620
A Bug's Life,1998,268892,7,tt0120623
April Captains,2000,2978,7,tt0120626
Carnival of Souls,1998,2055,3,tt0120627
Giving It Up,1999,345,4,tt0120628
Chicken Run,2000,178357,7,tt0120630
Ever After: A Cinderella Story,1998,70039,7,tt0120631
City of Angels,1998,114408,6,tt0120632
A Civil Action,1998,27622,6,tt0120633
Claudine's Return,1998,270,4,tt0120634
The Commissioner,1998,336,6,tt0120640
"A Cool, Dry Place",1998,2891,6,tt0120642
Dancing at Lughnasa,1998,3466,6,tt0120643
Meet the Deedles,1998,2711,4,tt0120645
The Deep End of the Ocean,1999,13202,6,tt0120646
Deep Impact,1998,165902,6,tt0120647
Delivered,1998,209,5,tt0120651
Dirty Work,1998,23786,6,tt0120654
Dogma,1999,208577,7,tt0120655
The 13th Warrior,1999,117196,6,tt0120657
On the Run,1999,271,6,tt0120658
Enemy of the State,1998,228770,7,tt0120660
Eye of the Beholder,1999,14684,5,tt0120662
Eyes Wide Shut,1999,307160,7,tt0120663
Fantastic Four,2005,313305,5,tt0120667
Fear and Loathing in Las Vegas,1998,261613,7,tt0120669
Firestorm,1998,3721,4,tt0120670
Free Money,1998,2786,5,tt0120678
Frida,2002,82112,7,tt0120679
Frogs for Snakes,1998,322,4,tt0120680
From Hell,2001,147887,6,tt0120681
Gloria,1999,5461,5,tt0120683
Gods and Monsters,1998,29396,7,tt0120684
Godzilla,1998,184411,5,tt0120685
Stepmom,1998,61663,6,tt0120686
The Governess,1998,2853,6,tt0120687
The Green Mile,1999,1163069,8,tt0120689
"A Gun, a Car, a Blonde",1997,284,5,tt0120690
H.C. Andersen's The Long Shadow,1998,151,5,tt0120691
All I Wanna Do,1998,6624,6,tt0120692
Half Baked,1998,58312,6,tt0120693
Halloween H20: 20 Years Later,1998,66978,5,tt0120694
Hard Rain,1998,32375,5,tt0120696
Heaven,1998,786,6,tt0120697
The Highwayman,2000,296,4,tt0120698
The Hi-Lo Country,1998,4118,6,tt0120699
Holy Man,1998,19174,4,tt0120701
How Stella Got Her Groove Back,1998,6954,5,tt0120703
The General,1998,8238,7,tt0120706
Ride,1998,688,4,tt0120707
Illuminata,1998,1562,6,tt0120709
In Dreams,1999,12399,5,tt0120710
Anxiety,1998,328,7,tt0120712
The Interview,1998,8057,7,tt0120714
Jakob the Liar,1999,15135,6,tt0120716
Living Out Loud,1998,4564,6,tt0120722
Kissing a Fool,1998,4763,5,tt0120723
Knock Off,1998,14019,4,tt0120724
Krippendorf's Tribe,1998,5219,5,tt0120725
Last Call,1998,145,4,tt0120727
The Last Days of Disco,1998,12274,6,tt0120728
The Legend of 1900,1998,59629,8,tt0120731
Lion of Oz,2000,305,5,tt0120733
"Lock, Stock and Two Smoking Barrels",1998,540575,8,tt0120735
The Lord of the Rings: The Fellowship of the Ring,2001,1680215,8,tt0120737
Lost in Space,1998,69655,5,tt0120738
Lover Girl,1997,252,5,tt0120739
Mafia!,1998,14640,5,tt0120741
Major League: Back to the Minors,1998,7159,4,tt0120742
The Man in the Iron Mask,1998,157914,6,tt0120744
The Mask of Zorro,1998,170415,6,tt0120746
The Very Thought of You,1998,4299,6,tt0120747
Mercury Rising,1998,69298,6,tt0120749
Mighty Joe Young,1998,27837,5,tt0120751
The Million Dollar Hotel,2000,20867,5,tt0120753
The Misadventures of Margaret,1998,580,5,tt0120754
Mission: Impossible II,2000,317237,6,tt0120755
The Mod Squad,1999,8694,4,tt0120757
Mulan,1998,259870,7,tt0120762
My Favorite Martian,1999,12896,5,tt0120764
My Giant,1998,6581,5,tt0120765
Isle of Darkness,1997,479,4,tt0120766
The Naked Man,1998,722,5,tt0120767
The Negotiator,1998,131641,7,tt0120768
The Newton Boys,1998,10442,6,tt0120769
A Night at the Roxbury,1998,57391,6,tt0120770
The Object of My Affection,1998,18923,6,tt0120772
The Odd Couple II,1998,9306,6,tt0120773
One Man's Hero,1999,1078,6,tt0120775
One True Thing,1998,11394,7,tt0120776
The Opposite of Sex,1997,20159,6,tt0120777
Origin of the Species,1998,144,4,tt0120778
Out of Control,1998,200,5,tt0120779
Out of Sight,1998,86895,7,tt0120780
Palmetto,1998,7577,6,tt0120782
The Parent Trap,1998,122304,6,tt0120783
Payback,1999,132259,7,tt0120784
The Ice Rink,1998,203,6,tt0120785
The Patriot,1998,11901,4,tt0120786
A Perfect Murder,1998,80079,6,tt0120787
Permanent Midnight,1998,6999,6,tt0120788
Pleasantville,1998,122228,7,tt0120789
Practical Magic,1998,73377,6,tt0120791
A Price Above Rubies,1998,2644,6,tt0120793
The Prince of Egypt,1998,120078,7,tt0120794
Pushing Tin,1999,28384,6,tt0120797
Let There Be Light,1998,130,6,tt0120799
The Magic Sword: Quest for Camelot,1998,15248,6,tt0120800
The Red Violin,1998,31803,7,tt0120802
Resident Evil,2002,249495,6,tt0120804
Ricochet River,2001,274,4,tt0120807
Rush Hour,1998,241133,7,tt0120812
Safe Men,1998,3201,5,tt0120813
Saving Private Ryan,1998,1249995,8,tt0120815
Senseless,1998,14142,6,tt0120820
Sherdil,1999,481,3,tt0120822
The Impostors,1998,4902,6,tt0120823
The Shipping News,2001,31973,6,tt0120824
Six Days Seven Nights,1998,73241,5,tt0120828
The Sky Is Falling,1999,338,6,tt0120829
Slums of Beverly Hills,1998,12103,6,tt0120831
Snake Eyes,1998,76179,6,tt0120832
Snow Falling on Cedars,1999,13672,6,tt0120834
A Soldier's Daughter Never Cries,1998,2261,6,tt0120835
Lost & Found,1999,6203,5,tt0120836
The Sound of One Hand Clapping,1998,116,6,tt0120837
Sour Grapes,1998,2723,5,tt0120838
Species II,1998,27663,4,tt0120841
Star Trek: Insurrection,1998,71212,6,tt0120844
Such a Long Journey,1998,454,6,tt0120848
Sweepers,1998,1579,4,tt0120851
Sweety Barrett,1998,209,6,tt0120852
Tarzan,1999,206113,7,tt0120855
Tarzan and the Lost City,1998,2095,4,tt0120856
Tea with Mussolini,1999,11270,6,tt0120857
Telling You,1998,703,4,tt0120859
The Theory of Flight,1998,2475,6,tt0120861
The Thin Red Line,1998,174388,7,tt0120863
This Is My Father,1998,1667,7,tt0120865
Titus,1999,19716,7,tt0120866
Jerry and Tom,1998,1806,6,tt0120867
"Torrente, el brazo tonto de la ley",1998,11701,6,tt0120868
The Treat,1998,416,4,tt0120871
U.S. Marshals,1998,96614,6,tt0120873
Under Heaven,1998,274,5,tt0120875
Don't Go Breaking My Heart,1999,371,5,tt0120876
Vampires,1998,53936,6,tt0120877
